ItemNumber,PropertyCode,PropertyDescription,ValueCode,ValueDescription,UserInputed
23-201-083R              ,859,KB_Features                                       ,,,"Gaming-Grade Lifetime of up to 50 Million Clicks with Cherry's Principle of Gold-Crosspoint Contacts    Thick Durable Metal Inner Chassis    N-Key Rollover (PS2 Mode) or 6-Key Rollover (USB Mode)    Windows Lock Function with a Dedicated LED Indicator    Multimedia Functions and Shortcut Keys    High Quality Laser Printed Keycaps    Upgraded 58"" Braided L-Type Removable USB Cable for Maximum Portability and Mobility. (The L-Type Cable is Used to Reduce the Direct Damage to the Mini-USB Port while Heavily Gaming)    Gold Plated USB and PS2 Connector to Resist Corrosion and Ensure Low Latency    Highly Durable Professional Gaming Keyboard    Extremely Responsive and Uniquely Accurate for Hours of Comfortable Gaming    Upgraded High Quality Dual Layer PCB for Enhanced Features, Efficiency, and Reliability    Made in Taiwan"
23-201-083R              ,36681,KB_Key Switch Type                                ,442777,Brown Cherry MX,
23-201-083R              ,848,KB_Keyboard Color                                 ,8064,Black,
23-201-083R              ,843,KB_Keyboard Interface                             ,7072,USB or PS/2,
23-201-083R              ,37281,KB_Mechanical Keyboard                            ,454422,Yes,
23-201-083R              ,841,KB_Model                                          ,,,RK-9000V2 BR
23-201-083R              ,861,KB_Mouse Included                                 ,7098,No,
23-201-083R              ,846,KB_Normal Keys                                    ,7088,104,
23-201-083R              ,4872,KB_Operating System Supported                     ,,,Microsoft ME/ 2000/ XP/ Vista/ 7 / 8
23-201-083R              ,845,KB_Palm Rest                                      ,7079,N/A,
23-201-083R              ,37555,KB_Style                                          ,487045,No,
23-201-083R              ,849,KB_Type                                           ,16500,Wired,
23-201-084               ,2725,Common_Package Contents                           ,,,1 x RK-9000V2 BL Keyboard   1 x USB to Mini USB cable   1 x PS/2 to Mini USB cable   1 x User Manual
23-201-084               ,1656,KB_Brand                                          ,13419,Rosewill,
23-201-084               ,844,KB_Design Style                                   ,50684,Gaming,
23-201-084               ,10671,KB_Dimensions                                     ,,,1.52" x 17.32" x 5.43" (H x L x W)
23-201-084               ,859,KB_Features                                       ,,,"Gaming-Grade Lifetime of up to 50 Million Clicks with Cherry's Unique-Protected Principle of Gold-Crosspoint Contacts    Thick Durable Metal Inner Chassis    N-Key Rollover (PS2 Mode) or 6-Key Rollover (USB Mode)    Windows Lock Function with a Dedicated LED Indicator    Multimedia Functions and Shortcut Keys    High Quality Laser Printed Keycaps    Upgraded 58"" Braided L-Type Removable USB Cable for Maximum Portability and Mobility. (The L-Type Cable is Used to Reduce the Direct Damage to the Mini-USB Port while Heavily Gaming)    Gold Plated USB and PS2 Connector to Resist Corrosion and Ensure Low Latency    Highly Durable Professional Gaming Keyboard    Extremely Responsive and Uniquely Accurate for Hours of Comfortable Gaming    Upgraded High Quality Dual Layer PCB for Enhanced Features, Efficiency, and Reliability    Made in Taiwan"
23-201-084               ,36681,KB_Key Switch Type                                ,442775,Black Cherry MX,
23-201-084               ,848,KB_Keyboard Color                                 ,8064,Black,
23-201-084               ,843,KB_Keyboard Interface                             ,7072,USB or PS/2,
23-201-084               ,37281,KB_Mechanical Keyboard                            ,454422,Yes,
23-201-084               ,841,KB_Model                                          ,,,RK-9000V2 BL
23-201-084               ,861,KB_Mouse Included                                 ,7098,No,
23-201-084               ,846,KB_Normal Keys                                    ,7088,104,
23-201-084               ,4872,KB_Operating System Supported                     ,,,Microsoft ME/ 2000/ XP/ Vista/ 7
23-201-084               ,845,KB_Palm Rest                                      ,7079,N/A,
23-201-084               ,37555,KB_Style                                          ,487045,No,
23-201-084               ,849,KB_Type                                           ,16500,Wired,
23-201-085               ,2725,Common_Package Contents                           ,,,1 x RK-9000V2 RE Keyboard   1 x USB to Mini USB cable   1 x PS/2 to Mini USB cable   1 x User Manual
23-201-085               ,1656,KB_Brand                                          ,13419,Rosewill,
23-201-085               ,844,KB_Design Style                                   ,50684,Gaming,
23-201-085               ,10671,KB_Dimensions                                     ,,,1.52" x 17.32" x 5.43" (H x L x W)
23-201-085               ,859,KB_Features                                       ,,,"Gaming-Grade Lifetime of up to 50 Million Clicks with Cherry's Unique-Protected Principle of Gold-Crosspoint Contacts    Thick Durable Metal Inner Chassis    N-Key Rollover (PS2 Mode) or 6-Key Rollover (USB Mode)    Windows Lock Function with a Dedicated LED Indicator    Multimedia Functions and Shortcut Keys    High Quality Laser Printed Keycaps    Upgraded 58"" Braided L-Type Removable USB Cable for Maximum Portability and Mobility. (The L-Type Cable is Used to Reduce the Direct Damage to the Mini-USB Port while Heavily Gaming)    Gold Plated USB and PS2 Connector to Resist Corrosion and Ensure Low Latency    Highly Durable Professional Gaming Keyboard    Extremely Responsive and Uniquely Accurate for Hours of Comfortable Gaming    Upgraded High Quality Dual Layer PCB for Enhanced Features, Efficiency, and Reliability    Made in Taiwan"
23-201-085               ,36681,KB_Key Switch Type                                ,442779,Red Cherry MX,
23-201-085               ,848,KB_Keyboard Color                                 ,8064,Black,
23-201-085               ,843,KB_Keyboard Interface                             ,7072,USB or PS/2,
23-201-085               ,37281,KB_Mechanical Keyboard                            ,454422,Yes,
23-201-085               ,841,KB_Model                                          ,,,RK-9000V2 RE
23-201-085               ,861,KB_Mouse Included                                 ,7098,No,
23-201-085               ,846,KB_Normal Keys                                    ,7088,104,
23-201-085               ,4872,KB_Operating System Supported                     ,,,Microsoft ME/ 2000/ XP/ Vista/ 7
23-201-085               ,845,KB_Palm Rest                                      ,7079,N/A,
23-201-085               ,37555,KB_Style                                          ,487045,No,
23-201-085               ,849,KB_Type                                           ,16500,Wired,
23-201-089               ,1656,KB_Brand                                          ,13419,Rosewill,
23-201-089               ,844,KB_Design Style                                   ,7076,Slim,
23-201-089               ,10671,KB_Dimensions                                     ,,,1.16" x 17.70" x 6.17" (H x W x D)
23-201-089               ,859,KB_Features                                       ,,,"Illuminated bright LED key, for perfect reading in the dark    Slim and compact design    Laser engraved for key caps    104 normal wired keyboard    Plug and play    Key life time >10,000,000"
23-201-089               ,848,KB_Keyboard Color                                 ,8064,Black,
23-201-089               ,843,KB_Keyboard Interface                             ,7071,USB,
23-201-089               ,841,KB_Model                                          ,,,RBK-100
23-201-089               ,861,KB_Mouse Included                                 ,7098,No,
23-201-089               ,846,KB_Normal Keys                                    ,7088,104,
